id,first_last,province,district,gender,year_of_birth,year_of_death,place_of_birth,career,religion,type,mmd,year,candidate_votes,total_valid_votes,candidate_percent,margin,exit_year,party,minister_after_election,pre_relative,post_relative,familytie1name,familytie1link,familytie2name,familytie2link,familytie3link,familytie3name,familytie4link,familytie4name,familytie5link,familytie5name,familytie6link,familytie6name,familytie7link,familytie7name,familytie8link,familytie8name,familytie9link,familytie9name,familytie10link,familytie10name,familytie11link,familytie11name,familytie12link,familytie12name,familytie13link,familytie13name
4,stair_agnew,New Brunswick,NA,m,1757,1821,unitedstates,law,anglican,election,NA,1809,NA,NA,NA,NA,1821,NA,NA,1,0,john_agnew,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,stair_agnew,New Brunswick,NA,m,1757,1821,unitedstates,law,anglican,election,NA,1816,NA,NA,NA,NA,1821,NA,NA,1,0,john_agnew,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,stair_agnew,New Brunswick,NA,m,1757,1821,unitedstates,law,anglican,election,NA,1819,NA,NA,NA,NA,1821,NA,NA,1,0,john_agnew,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,stair_agnew,New Brunswick,NA,m,1757,1821,unitedstates,law,anglican,election,NA,1820,NA,NA,NA,NA,1821,NA,NA,1,0,john_agnew,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,hedard_albert,New Brunswick,caraquet,m,1944,NA,newbrunswick,education,NA,election,NA,2003,3649,7656,47.66196447,1.29,2018,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,hedard_albert,New Brunswick,caraquet,m,1944,NA,newbrunswick,education,NA,election,NA,2006,4580,7223,63.408556,40.19,2018,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,hedard_albert,New Brunswick,caraquet,m,1944,NA,newbrunswick,education,NA,election,NA,2010,3661,7310,50.08207934,8.48,2018,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,hedard_albert,New Brunswick,caraquet,m,1944,NA,newbrunswick,education,NA,election,NA,2014,4716,8300,56.81927711,34.96,2018,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,john_alexander,New Brunswick,restigouche,m,1903,1994,newbrunswick,pharmacy,NA,election,1,1960,8956,45861,19.52857548,5.55,1963,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,joshua_alexandre,New Brunswick,NA,m,1802,1859,unitedstates,publicservice,NA,election,NA,1842,NA,NA,NA,NA,1846,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,eric_allaby,New Brunswick,charlottefundy,m,1943,NA,newbrunswick,publicservice,NA,election,NA,1987,2475,4035,61.33828996,28.13,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,eric_allaby,New Brunswick,charlottefundy,m,1943,NA,newbrunswick,publicservice,NA,election,NA,1991,1950,3847,50.68884845,25.81,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,eric_allaby,New Brunswick,fundyisles,m,1943,NA,newbrunswick,publicservice,NA,election,NA,1995,1201,2560,46.9140625,3.52,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,eric_allaby,New Brunswick,fundyisles,m,1943,NA,newbrunswick,publicservice,NA,election,NA,1999,1248,2506,49.80047885,2.23,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,eric_allaby,New Brunswick,fundyisles,m,1943,NA,newbrunswick,publicservice,NA,election,NA,2003,1359,2577,52.73573923,9.12,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,daniel_allain,New Brunswick,monctoneast,m,NA,NA,newbrunswick,business,NA,election,NA,2020,3525,7804,45.16914403,9.82,NA,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,david_allain,New Brunswick,northumberland,m,1870,1945,newbrunswick,business,catholic,election,1,1917,2182,15735,13.86717509,2.86,1920,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,william_allain,New Brunswick,northumberland,m,1865,1917,newbrunswick,education,catholic,election,1,1908,2749,16852,16.31260385,7.54,1917,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,william_allain,New Brunswick,northumberland,m,1865,1917,newbrunswick,education,catholic,election,1,1912,2927,13512,21.66222617,6.75,1917,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,edwin_allen,New Brunswick,frederictonnorth,m,1920,2001,newbrunswick,publicservice,NA,election,NA,1978,5304,9494,55.86686328,18.71,1987,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,edwin_allen,New Brunswick,frederictonnorth,m,1920,2001,newbrunswick,publicservice,NA,election,NA,1982,6392,10734,59.54909633,28.02,1987,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,edwin_allen,New Brunswick,frederictonnorth,m,1920,2001,newbrunswick,publicservice,NA,election,NA,1991,6052,12279,49.28740125,17.82,1995,Confederation of Regions,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,george_allen,New Brunswick,york,m,NA,NA,NA,NA,NA,byelection,NA,1899,0,0,NA,100,1908,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,george_allen,New Brunswick,york,m,NA,NA,NA,NA,NA,election,1,1903,2824,18668,15.12749089,4.82,1908,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1809,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1816,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1819,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1820,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1827,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1830,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1834,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1837,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,john_allen,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1842,NA,NA,NA,NA,1846,NA,NA,0,1,johncampbell_allen,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,johncampbell_allen,New Brunswick,NA,m,1817,1898,newbrunswick,law,anglican,election,NA,1856,NA,NA,NA,NA,1866,NA,NA,1,0,john_allen,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,johncampbell_allen,New Brunswick,NA,m,1817,1898,newbrunswick,law,anglican,election,NA,1857,NA,NA,NA,NA,1866,NA,NA,1,0,john_allen,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,johncampbell_allen,New Brunswick,NA,m,1817,1898,newbrunswick,law,anglican,election,NA,1861,NA,NA,NA,NA,1866,NA,NA,1,0,john_allen,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,johncampbell_allen,New Brunswick,NA,m,1817,1898,newbrunswick,law,anglican,election,NA,1865,NA,NA,NA,NA,1866,NA,NA,1,0,john_allen,son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,william_allen,New Brunswick,york,m,NA,NA,NA,NA,NA,election,1,1892,3044,21541,14.13119168,2.37,1895,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,aaron_alward,New Brunswick,saintjohncity,m,1828,1886,newbrunswick,medicine,NA,election,1,1870,1080,4285,25.2042007,5.51,1874,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,david_alward,New Brunswick,woodstock,m,1959,NA,unitedstates,publicservice,protestant,election,NA,1999,5354,7585,70.58668425,44.36,2015,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,david_alward,New Brunswick,woodstock,m,1959,NA,unitedstates,publicservice,protestant,election,NA,2003,4605,7291,63.16006035,30.24,2015,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,david_alward,New Brunswick,woodstock,m,1959,NA,unitedstates,publicservice,protestant,election,NA,2006,3868,7149,54.1054693,13.04,2015,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,david_alward,New Brunswick,woodstock,m,1959,NA,unitedstates,publicservice,protestant,election,NA,2010,4672,6941,67.31018585,52.98,2015,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,david_alward,New Brunswick,carleton,m,1959,NA,unitedstates,publicservice,protestant,election,NA,2014,4061,7153,56.7733818,34.57,2015,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,silas_alward,New Brunswick,saintjohncity,m,1841,1919,newbrunswick,law,NA,byelection,NA,1886,0,0,NA,100,1899,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,silas_alward,New Brunswick,saintjohncity,m,1841,1919,newbrunswick,law,NA,election,1,1890,4129,14385,28.7035106,6.99,1899,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,silas_alward,New Brunswick,saintjohncity,m,1841,1919,newbrunswick,law,NA,election,1,1892,3334,21370,15.60131025,3.3,1899,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,silas_alward,New Brunswick,saintjohncity,m,1841,1919,newbrunswick,law,NA,election,1,1895,NA,NA,100,100,1899,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1952,10362,85831,12.0725612,0.18,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1956,12206,85306,14.30848944,3.7,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1960,12487,92639,13.47920422,1.92,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1963,13974,94970,14.71412025,4.41,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1967,5616,20169,27.84471218,4.27,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,harry_ames,New Brunswick,york,m,1896,1973,england,business,NA,election,1,1970,6050,21167,28.58222705,8.37,1973,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,john_ames,New Brunswick,charlottecampobello,m,1983,NA,newbrunswick,publicservice,NA,election,NA,2014,3176,7610,41.73455979,2.55,2018,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,richard_ames,New Brunswick,carletonyork,m,NA,NA,NA,NA,NA,election,NA,2020,4750,8214,57.82809837,39.27,NA,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,andrea_andersonmason,New Brunswick,fundytheislessaintjohnwest,f,NA,NA,newbrunswick,law,NA,election,NA,2018,3808,8006,47.56432675,17.31,NA,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,andrea_andersonmason,New Brunswick,fundytheislessaintjohnwest,f,NA,NA,newbrunswick,law,NA,election,NA,2020,4740,7131,66.47034077,56.29,NA,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,john_anderson,New Brunswick,york,m,NA,NA,NA,NA,NA,election,1,1890,2498,14542,17.17782973,2.94,1892,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1930,5793,42084,13.76532649,1.86,1956,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1935,8564,52410,16.34039305,7.3,1956,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1939,7555,48711,15.50984377,5.58,1956,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1944,8281,53494,15.48024077,5.65,1956,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1948,9463,52449,18.0422887,11.19,1956,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,william_anderson,New Brunswick,northumberland,m,1884,1980,newbrunswick,business,NA,election,1,1952,9568,64309,14.87816635,4.57,1956,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,timothywarren_anglin,New Brunswick,NA,m,1822,1896,ireland,journalism,catholic,election,NA,1861,NA,NA,NA,NA,1866,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,timothywarren_anglin,New Brunswick,NA,m,1822,1896,ireland,journalism,catholic,election,NA,1865,NA,NA,NA,NA,1866,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,stephenburpee_appleby,New Brunswick,carleton,m,1836,1903,newbrunswick,law,NA,byelection,NA,1899,0,0,NA,100,1903,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,leroy_armstrong,New Brunswick,kingseast,m,1936,NA,newbrunswick,business,NA,election,NA,1995,3074,7170,42.87308229,0.61,1999,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,leroy_armstrong,New Brunswick,kingseast,m,1936,NA,newbrunswick,business,NA,election,NA,2003,3169,6878,46.07444024,6.63,2006,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,kevin_arseneau,New Brunswick,kentnorth,m,1985,NA,newbrunswick,agriculture,NA,election,NA,2018,4056,8834,45.91351596,8.55,NA,Green Party,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,kevin_arseneau,New Brunswick,kentnorth,m,1985,NA,newbrunswick,agriculture,NA,election,NA,2020,4021,8471,47.46783142,12.84,NA,Green Party,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,donald_arseneault,New Brunswick,dalhousierestigoucheeast,m,1974,NA,newbrunswick,publicservice,NA,election,NA,2003,3445,7178,47.99387016,4.97,2017,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,donald_arseneault,New Brunswick,dalhousierestigoucheeast,m,1974,NA,newbrunswick,publicservice,NA,election,NA,2006,5502,8037,68.45837999,42.57,2017,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,donald_arseneault,New Brunswick,dalhousierestigoucheeast,m,1974,NA,newbrunswick,publicservice,NA,election,NA,2010,3634,7842,46.34021933,12.82,2017,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,donald_arseneault,New Brunswick,campbelltondalhousie,m,1974,NA,newbrunswick,publicservice,NA,election,NA,2014,4820,7743,62.24977399,37.98,2017,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
